,total_wells_within_5_mils,close_functional_wells,close_non_functional_wells,close_functional_needs_repair_wells,close_unknown_wells,close_known_wells
9017,76,50,15,1,10,66
9018,129,94,17,0,18,111
9019,19,8,5,0,6,13
9020,126,63,41,11,11,115
9021,41,32,3,0,6,35
9022,56,11,5,31,9,47
9023,88,39,34,1,14,74
9024,25,10,13,0,2,23
9025,10,4,3,0,3,7
9026,197,124,56,4,13,184
9027,17,5,6,0,6,11
9028,37,4,19,4,10,27
9029,277,30,194,2,51,226
9030,47,16,13,3,15,32
9031,38,18,15,0,5,33
9032,15,8,1,6,0,15
9033,45,16,23,0,6,39
9034,116,43,35,14,24,92
9035,26,14,5,0,7,19
9036,60,30,11,2,17,43
9037,50,22,10,6,12,38
9038,9,2,2,0,5,4
9039,46,32,8,1,5,41
9040,188,108,22,23,35,153
9041,68,31,18,0,19,49
9042,31,2,21,0,8,23
9043,249,113,67,24,45,204
9044,10,0,9,0,1,9
9045,28,14,10,0,4,24
9046,14,9,3,0,2,12
9047,171,56,78,0,37,134
9048,28,16,4,0,8,20
9049,39,22,11,0,6,33
9050,58,45,1,0,12,46
9051,76,39,25,4,8,68
9052,446,218,131,13,84,362
9053,99,47,11,20,21,78
9054,31,12,15,0,4,27
9055,85,53,15,3,14,71
9056,230,100,15,76,39,191
9057,54,29,17,0,8,46
9058,86,51,20,0,15,71
9059,84,37,31,3,13,71
9060,32,21,9,0,2,30
9061,109,55,16,15,23,86
9062,7,4,2,0,1,6
9063,68,24,13,15,16,52
9064,30,7,16,2,5,25
9065,44,9,27,1,7,37
9066,29,12,8,4,5,24
9067,30,12,13,0,5,25
9068,4,0,4,0,0,4
9069,140,98,17,1,24,116
9070,119,60,29,6,24,95
9071,32,21,9,0,2,30
9072,8,4,4,0,0,8
9073,92,26,48,4,14,78
9074,288,149,79,12,48,240
9075,6,1,3,0,2,4
9076,512,270,86,49,107,405
9077,29,12,14,0,3,26
9078,2,2,0,0,0,2
9079,34,15,14,0,5,29
9080,39,10,23,0,6,33
9081,5,2,2,0,1,4
9082,138,83,15,21,19,119
9083,51,35,6,4,6,45
9084,635,400,83,8,144,491
9085,26,19,3,1,3,23
9086,31,6,14,1,10,21
9087,46,20,18,0,8,38
9088,481,224,106,53,98,383
9089,26,15,6,1,4,22
9090,233,155,32,0,46,187
9091,123,46,29,16,32,91
9092,30,10,14,1,5,25
9093,174,119,16,0,39,135
9094,179,47,19,84,29,150
9095,37,7,21,1,8,29
9096,213,119,45,12,37,176
9097,80,27,36,4,13,67
9098,43,19,17,0,7,36
9099,92,33,32,2,25,67
9100,295,120,122,3,50,245
9101,462,230,89,44,99,363
9102,10,4,3,0,3,7
9103,127,47,26,22,32,95
9104,220,73,82,15,50,170
9105,25,7,12,2,4,21
9106,57,11,31,1,14,43
9107,24,15,3,1,5,19
9108,5,0,3,0,2,3
9109,48,34,11,3,0,48
9110,49,9,29,1,10,39
9111,30,16,1,6,7,23
9112,73,26,27,6,14,59
9113,130,87,18,1,24,106
9114,11,8,3,0,0,11
9115,50,10,31,0,9,41
9116,71,45,15,0,11,60
9117,137,81,23,4,29,108
9118,504,261,88,49,106,398
9119,14,4,6,2,2,12
9120,18,5,8,0,5,13
9121,44,24,12,0,8,36
9122,75,23,27,10,15,60
9123,219,75,81,14,49,170
9124,135,54,40,15,26,109
9125,104,43,26,13,22,82
9126,75,42,14,1,18,57
9127,294,214,21,0,59,235
9128,47,22,14,3,8,39
9129,112,41,46,6,19,93
9130,33,8,17,4,4,29
9131,29,13,10,0,6,23
9132,86,56,15,0,15,71
9133,8,3,3,2,0,8
9134,25,13,10,0,2,23
9135,493,339,46,1,107,386
9136,124,39,51,7,27,97
9137,32,21,9,0,2,30
9138,24,12,6,1,5,19
9139,56,29,10,4,13,43
9140,163,69,38,17,39,124
9141,19,6,6,4,3,16
9142,48,13,28,1,6,42
9143,82,24,22,15,21,61
9144,73,19,24,12,18,55
9145,61,17,23,8,13,48
9146,46,18,20,0,8,38
9147,98,24,52,3,19,79
9148,14,8,4,0,2,12
9149,123,60,28,13,22,101
9150,47,28,10,0,9,38
9151,3,1,1,0,1,2
9152,498,311,78,3,106,392
9153,163,110,27,0,26,137
9154,109,38,48,4,19,90
9155,167,78,37,16,36,131
9156,72,32,13,9,18,54
9157,15,9,4,0,2,13
9158,200,110,28,23,39,161
9159,111,38,27,25,21,90
9160,40,22,6,2,10,30
9161,103,65,10,5,23,80
9162,46,18,20,0,8,38
9163,323,150,92,13,68,255
9164,143,48,72,0,23,120
9165,19,14,3,0,2,17
9166,139,104,4,2,29,110
9167,51,23,16,1,11,40
9168,13,2,6,0,5,8
9169,354,206,73,0,75,279
9170,638,357,155,23,103,535
9171,127,75,21,3,28,99
9172,98,38,35,0,25,73
9173,100,46,15,24,15,85
9174,66,11,43,1,11,55
9175,83,67,2,0,14,69
9176,28,17,3,0,8,20
9177,32,21,9,0,2,30
9178,39,22,12,0,5,34
9179,75,20,37,3,15,60
9180,84,40,24,1,19,65
9181,176,10,132,0,34,142
9182,57,18,20,2,17,40
9183,222,131,18,26,47,175
9184,9,4,2,1,2,7
9185,132,54,42,8,28,104
9186,15,3,7,0,5,10
9187,83,23,36,9,15,68
9188,59,17,29,0,13,46
9189,217,157,23,1,36,181
9190,386,124,168,10,84,302
9191,27,12,11,0,4,23
9192,35,10,14,0,11,24
9193,20,9,9,0,2,18
9194,140,41,52,14,33,107
9195,111,55,36,0,20,91
9196,58,36,10,4,8,50
9197,55,40,5,0,10,45
9198,22,11,8,0,3,19
9199,11,3,8,0,0,11
9200,45,15,19,0,11,34
9201,115,24,43,22,26,89
9202,12,7,2,0,3,9
9203,30,8,17,1,4,26
9204,55,26,13,9,7,48
9205,110,105,0,5,0,110
9206,348,155,121,11,61,287
9207,78,41,8,18,11,67
9208,102,35,28,15,24,78
9209,100,65,10,2,23,77
9210,49,10,28,1,10,39
9211,41,21,3,2,15,26
9212,30,16,5,1,8,22
9213,189,103,55,0,31,158
9214,247,172,21,4,50,197
9215,116,63,10,15,28,88
9216,32,21,9,0,2,30
9217,17,7,8,0,2,15
9218,76,46,18,0,12,64
9219,117,26,44,25,22,95
9220,132,88,22,0,22,110
9221,36,12,14,2,8,28
9222,100,30,51,0,19,81
9223,14,5,3,3,3,11
9224,44,10,23,0,11,33
9225,21,3,10,0,8,13
9226,25,4,1,16,4,21
9227,50,16,20,2,12,38
9228,14,6,5,0,3,11
9229,154,101,30,0,23,131
9230,78,46,20,0,12,66
9231,55,24,18,0,13,42
9232,8,0,5,0,3,5
9233,46,18,20,0,8,38
9234,24,9,12,0,3,21
9235,75,40,21,0,14,61
9236,50,35,2,1,12,38
9237,98,44,12,15,27,71
9238,70,22,30,2,16,54
9239,293,114,104,21,54,239
9240,195,49,105,6,35,160
9241,78,13,41,7,17,61
9242,198,95,59,1,43,155
9243,379,164,135,10,70,309
9244,5,3,1,0,1,4
9245,120,81,20,9,10,110
9246,52,31,8,2,11,41
9247,71,30,28,2,11,60
9248,63,42,6,1,14,49
9249,93,26,42,0,25,68
9250,126,51,54,0,21,105
9251,39,2,29,1,7,32
9252,69,15,32,3,19,50
9253,56,14,34,0,8,48
9254,77,21,41,2,13,64
9255,7,3,2,1,1,6
9256,81,45,19,2,15,66
9257,231,157,32,0,42,189
9258,70,4,47,4,15,55
9259,116,68,22,7,19,97
9260,96,21,44,13,18,78
9261,52,25,13,1,13,39
9262,10,6,4,0,0,10
9263,15,12,1,0,2,13
9264,94,38,27,10,19,75
9265,36,15,11,4,6,30
9266,21,1,15,0,5,16
9267,189,137,14,2,36,153
9268,46,28,10,0,8,38
9269,19,6,10,0,3,16
9270,219,148,30,0,41,178
9271,45,24,2,11,8,37
9272,49,26,7,7,9,40
9273,90,27,46,3,14,76
9274,31,19,3,0,9,22
9275,110,66,20,7,17,93
9276,30,10,4,8,8,22
9277,126,62,41,0,23,103
9278,75,19,31,0,25,50
9279,52,31,12,0,9,43
9280,518,373,38,0,107,411
9281,149,110,5,0,34,115
9282,52,31,6,2,13,39
9283,121,43,51,6,21,100
9284,18,8,7,0,3,15
9285,100,30,29,22,19,81
9286,110,39,40,6,25,85
9287,12,7,3,0,2,10
9288,32,10,9,9,4,28
9289,109,50,44,1,14,95
9290,555,324,123,15,93,462
9291,106,38,32,11,25,81
9292,13,5,6,0,2,11
9293,92,32,31,9,20,72
9294,19,10,4,0,5,14
9295,64,42,4,0,18,46
9296,113,51,25,12,25,88
9297,44,6,29,0,9,35
9298,266,181,18,4,63,203
9299,11,2,7,0,2,9
9300,82,46,18,1,17,65
9301,93,51,29,7,6,87
9302,99,71,5,7,16,83
9303,47,11,27,1,8,39
9304,31,10,15,0,6,25
9305,247,104,84,16,43,204
9306,58,23,20,0,15,43
9307,6,6,0,0,0,6
9308,50,25,18,0,7,43
9309,29,20,0,2,7,22
9310,20,15,0,0,5,15
9311,24,9,11,0,4,20
9312,74,17,45,0,12,62
9313,13,3,7,1,2,11
9314,44,35,2,0,7,37
9315,31,0,22,0,9,22
9316,228,120,68,0,40,188
9317,73,39,11,4,19,54
9318,100,35,26,12,27,73
9319,53,26,20,0,7,46
9320,60,24,15,8,13,47
9321,105,81,7,0,17,88
9322,27,15,8,1,3,24
9323,166,98,38,1,29,137
9324,53,22,14,1,16,37
9325,13,8,2,0,3,10
9326,31,0,7,19,5,26
9327,188,39,49,64,36,152
9328,48,16,11,10,11,37
9329,95,91,0,4,0,95
9330,28,19,4,2,3,25
9331,194,129,19,0,46,148
9332,68,32,22,1,13,55
9333,70,42,8,4,16,54
9334,56,16,30,1,9,47
9335,18,7,5,0,6,12
9336,71,14,41,1,15,56
9337,117,57,27,8,25,92
9338,466,275,81,8,102,364
9339,84,43,16,11,14,70
9340,162,85,30,22,25,137
9341,345,177,99,5,64,281
9342,121,29,40,29,23,98
9343,132,28,47,29,28,104
9344,169,82,53,2,32,137
9345,30,12,13,0,5,25
9346,228,172,7,3,46,182
9347,32,21,9,0,2,30
9348,313,188,55,0,70,243
9349,76,50,8,2,16,60
9350,223,141,66,1,15,208
9351,143,105,9,0,29,114
9352,26,11,5,7,3,23
9353,45,10,16,11,8,37
9354,348,204,70,0,74,274
9355,79,51,16,0,12,67
9356,56,29,14,0,13,43
9357,148,51,39,30,28,120
9358,101,61,17,3,20,81
9359,14,7,2,3,2,12
9360,55,16,25,0,14,41
9361,137,102,3,0,32,105
9362,140,65,46,5,24,116
9363,217,54,40,85,38,179
9364,41,16,14,5,6,35
9365,2,0,0,0,2,0
9366,111,73,23,3,12,99
9367,93,37,21,8,27,66
9368,37,10,14,5,8,29
9369,77,46,18,1,12,65
9370,41,13,13,6,9,32
9371,53,0,33,3,17,36
9372,30,12,9,3,6,24
9373,140,55,46,14,25,115
9374,50,17,21,4,8,42
9375,362,216,70,13,63,299
9376,16,6,6,2,2,14
9377,61,33,16,0,12,49
9378,60,14,39,1,6,54
9379,60,42,9,0,9,51
9380,58,46,1,0,11,47
9381,53,21,16,3,13,40
9382,28,7,14,1,6,22
9383,213,114,47,0,52,161
9384,89,31,35,11,12,77
9385,22,20,0,0,2,20
9386,82,15,38,12,17,65
9387,147,60,45,9,33,114
9388,10,4,3,0,3,7
9389,43,9,23,3,8,35
9390,188,57,93,0,38,150
9391,31,9,15,1,6,25
9392,221,60,109,14,38,183
9393,161,130,5,3,23,138
9394,9,5,2,1,1,8
9395,82,44,15,9,14,68
9396,80,61,5,4,10,70
9397,27,7,2,11,7,20
9398,203,66,81,15,41,162
9399,224,103,71,4,46,178
9400,29,11,12,0,6,23
9401,32,18,6,1,7,25
9402,19,8,5,0,6,13
9403,17,0,13,0,4,13
9404,352,185,93,15,59,293
9405,20,7,7,2,4,16
9406,32,21,9,0,2,30
9407,41,17,11,2,11,30
9408,27,15,8,0,4,23
9409,51,36,4,3,8,43
9410,18,8,6,1,3,15
9411,47,15,20,1,11,36
9412,39,23,8,0,8,31
9413,399,234,84,16,65,334
9414,29,7,13,0,9,20
9415,79,30,32,2,15,64
9416,35,17,7,3,8,27
9417,23,0,20,0,3,20
9418,5,1,3,0,1,4
9419,31,19,3,0,9,22
9420,15,3,8,0,4,11
9421,74,24,24,14,12,62
9422,168,86,22,27,33,135
9423,234,100,48,27,59,175
9424,263,101,107,5,50,213
9425,46,9,17,11,9,37
9426,46,18,20,0,8,38
9427,32,21,9,0,2,30
9428,99,32,49,4,14,85
9429,77,47,15,0,15,62
9430,35,27,0,0,8,27
9431,34,7,17,3,7,27
9432,95,35,41,3,16,79
9433,134,54,53,7,20,114
9434,454,141,188,31,94,360
9435,11,8,1,0,2,9
9436,124,57,35,0,32,92
9437,21,14,3,0,4,17
9438,93,44,28,4,17,76
9439,25,18,4,0,3,22
9440,77,38,20,0,19,58
9441,118,46,36,8,28,90
9442,237,175,9,4,49,188
9443,63,29,21,0,13,50
9444,19,2,13,0,4,15
9445,53,12,25,4,12,41
9446,59,34,12,0,13,46
9447,55,38,6,1,10,45
9448,110,27,46,11,26,84
9449,60,20,16,13,11,49
9450,23,15,3,0,5,18
9451,114,54,39,0,21,93
9452,23,15,6,1,1,22
9453,22,3,17,0,2,20
9454,43,20,15,0,8,35
9455,76,27,22,12,15,61
9456,50,27,11,0,12,38
9457,104,29,56,1,18,86
9458,22,15,2,0,5,17
9459,86,56,11,5,14,72
9460,46,18,20,0,8,38
9461,49,27,12,0,10,39
9462,134,58,52,1,23,111
9463,177,70,41,21,45,132
9464,319,136,110,6,67,252
9465,77,18,44,7,8,69
9466,203,51,103,14,35,168
9467,41,20,5,7,9,32
9468,50,29,13,0,8,42
9469,127,92,17,0,18,109
9470,405,228,95,0,82,323
9471,180,139,16,1,24,156
9472,201,54,39,68,40,161
9473,31,4,24,0,3,28
9474,7,3,3,0,1,6
9475,53,27,10,7,9,44
9476,63,28,22,0,13,50
9477,64,19,32,1,12,52
9478,45,6,27,1,11,34
9479,8,4,2,0,2,6
9480,24,8,11,0,5,19
9481,29,23,1,0,5,24
9482,17,8,5,3,1,16
9483,123,67,22,2,32,91
9484,135,91,19,1,24,111
9485,127,75,21,3,28,99
9486,19,14,3,0,2,17
9487,32,21,9,0,2,30
9488,15,2,2,9,2,13
9489,350,188,92,15,55,295
9490,93,71,6,1,15,78
9491,28,7,15,0,6,22
9492,80,46,18,2,14,66
9493,14,9,2,2,1,13
9494,59,22,13,15,9,50
9495,151,98,26,6,21,130
9496,287,160,35,33,59,228
9497,142,108,3,2,29,113
9498,32,20,0,6,6,26
9499,164,51,88,4,21,143
9500,15,2,2,9,2,13
9501,105,50,38,1,16,89
9502,97,26,21,29,21,76
9503,6,4,0,2,0,6
9504,27,15,5,3,4,23
9505,73,29,28,1,15,58
9506,153,52,40,29,32,121
9507,84,36,38,1,9,75
9508,55,23,21,0,11,44
9509,42,33,1,0,8,34
9510,192,58,98,5,31,161
9511,25,11,7,2,5,20
9512,359,119,149,16,75,284
9513,226,74,86,14,52,174
9514,185,106,22,22,35,150
9515,39,5,28,0,6,33
9516,41,15,13,3,10,31
9517,116,85,7,0,24,92
9518,541,375,50,1,115,426
9519,22,10,5,1,6,16
9520,174,69,53,7,45,129
9521,235,155,34,0,46,189
9522,47,29,6,0,12,35
9523,159,80,32,16,31,128
9524,160,69,54,14,23,137
9525,15,5,10,0,0,15
9526,10,5,2,1,2,8
9527,38,17,16,0,5,33
9528,112,40,51,1,20,92
9529,22,13,7,0,2,20
9530,9,6,0,0,3,6
9531,50,26,9,0,15,35
9532,31,19,3,0,9,22
9533,661,365,166,23,107,554
9534,137,93,19,1,24,113
9535,35,16,10,3,6,29
9536,176,58,70,13,35,141
9537,15,5,4,0,6,9
9538,72,11,48,0,13,59
9539,77,10,43,5,19,58
9540,61,34,10,2,15,46
9541,81,37,5,16,23,58
9542,125,65,14,16,30,95
9543,46,29,8,0,9,37
9544,46,18,20,0,8,38
9545,36,8,20,1,7,29
9546,91,30,43,1,17,74
9547,160,120,5,0,35,125
9548,389,224,86,0,79,310
9549,60,46,6,0,8,52
9550,99,22,31,30,16,83
9551,63,14,36,1,12,51
9552,5,4,1,0,0,5
9553,58,1,48,0,9,49
9554,13,2,8,0,3,10
9555,51,33,10,1,7,44
9556,28,11,9,4,4,24
9557,40,27,1,1,11,29
9558,192,102,51,4,35,157
9559,17,8,6,0,3,14
9560,5,3,2,0,0,5
9561,127,74,22,3,28,99
9562,67,42,16,9,0,67
9563,66,37,19,4,6,60
9564,65,53,0,1,11,54
9565,99,47,33,0,19,80
9566,50,11,30,0,9,41
9567,34,8,15,1,10,24
9568,79,21,36,13,9,70
9569,42,30,1,0,11,31
9570,38,4,25,1,8,30
9571,87,32,17,8,30,57
9572,62,17,28,4,13,49
9573,10,4,2,1,3,7
9574,7,1,3,0,3,4
9575,52,17,21,4,10,42
9576,376,280,20,2,74,302
9577,39,2,29,1,7,32
9578,29,5,5,10,9,20
9579,211,49,104,5,53,158
9580,177,99,33,0,45,132
9581,482,354,30,0,98,384
9582,18,12,1,5,0,18
9583,68,48,4,0,16,52
9584,148,70,27,18,33,115
9585,435,207,143,9,76,359
9586,16,5,5,0,6,10
9587,51,31,5,6,9,42
9588,95,38,40,2,15,80
9589,224,148,29,4,43,181
9590,91,41,30,4,16,75
9591,46,5,29,0,12,34
9592,49,28,9,2,10,39
9593,10,5,4,0,1,9
9594,37,14,10,0,13,24
9595,77,38,10,8,21,56
9596,40,13,8,8,11,29
9597,16,9,4,0,3,13
9598,14,3,8,0,3,11
9599,19,10,6,0,3,16
9600,46,18,20,0,8,38
9601,257,58,65,83,51,206
9602,8,5,1,0,2,6
9603,172,106,31,3,32,140
9604,64,17,25,0,22,42
9605,22,8,11,0,3,19
9606,18,10,2,0,6,12
9607,17,9,6,0,2,15
9608,151,63,44,9,35,116
9609,483,260,104,17,102,381
9610,14,5,2,3,4,10
9611,72,17,48,2,5,67
9612,252,53,134,7,58,194
9613,31,14,13,0,4,27
9614,39,20,8,3,8,31
9615,13,2,10,0,1,12
9616,46,18,20,0,8,38
9617,217,140,36,1,40,177
9618,97,48,16,2,31,66
9619,53,18,12,16,7,46
9620,117,31,34,27,25,92
9621,75,39,20,0,16,59
9622,356,159,122,6,69,287
9623,37,19,11,1,6,31
9624,54,24,25,0,5,49
9625,26,10,11,1,4,22
9626,14,3,2,6,3,11
9627,667,394,134,19,120,547
9628,277,18,203,2,54,223
9629,60,14,40,0,6,54
9630,39,9,11,7,12,27
9631,105,44,41,1,19,86
9632,179,91,29,28,31,148
9633,672,392,150,19,111,561
9634,25,21,1,3,0,25
9635,42,8,17,7,10,32
9636,11,2,4,1,4,7
9637,19,0,16,2,1,18
9638,33,24,5,0,4,29
9639,87,65,5,4,13,74
9640,51,30,11,0,10,41
9641,71,14,32,11,14,57
9642,63,42,6,1,14,49
9643,564,415,33,1,115,449
9644,10,7,1,0,2,8
9645,29,3,23,0,3,26
9646,110,64,16,9,21,89
9647,44,22,11,0,11,33
9648,40,15,18,1,6,34
9649,51,30,5,9,7,44
9650,96,60,9,5,22,74
9651,44,35,2,0,7,37
9652,57,30,6,4,17,40
9653,49,32,6,0,11,38
9654,34,5,18,0,11,23
9655,41,8,25,4,4,37
9656,52,35,5,3,9,43
9657,32,21,9,0,2,30
9658,51,17,19,2,13,38
9659,116,62,10,21,23,93
9660,163,76,47,7,33,130
9661,96,50,13,17,16,80
9662,39,17,14,0,8,31
9663,10,5,5,0,0,10
9664,65,29,19,2,15,50
9665,59,29,23,1,6,53
9666,160,116,6,0,38,122
9667,402,228,92,0,82,320
9668,43,21,17,0,5,38
9669,191,73,34,34,50,141
9670,28,6,7,6,9,19
9671,34,15,12,1,6,28
9672,70,40,17,0,13,57
9673,111,46,44,3,18,93
9674,45,14,16,7,8,37
9675,123,60,27,14,22,101
9676,14,10,2,1,1,13
9677,138,95,20,0,23,115
9678,8,6,1,0,1,7
9679,460,227,88,46,99,361
9680,28,1,18,0,9,19
9681,127,76,26,0,25,102
9682,106,42,30,9,25,81
9683,29,10,13,0,6,23
9684,316,235,13,2,66,250
9685,33,14,10,0,9,24
9686,429,199,135,10,85,344
9687,27,8,11,2,6,21
9688,17,9,5,0,3,14
9689,34,15,12,1,6,28
9690,37,15,14,0,8,29
9691,590,355,115,11,109,481
9692,90,41,29,2,18,72
9693,132,58,40,11,23,109
9694,77,37,19,8,13,64
9695,656,388,140,16,112,544
9696,220,73,82,15,50,170
9697,279,94,127,15,43,236
9698,76,47,18,0,11,65
9699,29,19,3,1,6,23
9700,28,6,19,0,3,25
9701,111,47,37,7,20,91
9702,46,30,7,0,9,37
9703,217,62,21,99,35,182
9704,226,52,30,107,37,189
9705,96,60,21,0,15,81
9706,83,32,38,0,13,70
9707,70,19,39,1,11,59
9708,109,69,20,2,18,91
9709,173,109,47,2,15,158
9710,32,21,9,0,2,30
9711,81,15,36,14,16,65
9712,141,78,26,6,31,110
9713,16,2,10,0,4,12
9714,88,10,47,11,20,68
9715,85,41,21,1,22,63
9716,221,166,15,0,40,181
9717,19,7,7,0,5,14
9718,10,5,3,0,2,8
9719,69,47,8,4,10,59
9720,19,11,5,1,2,17
9721,22,5,5,2,10,12
9722,176,71,39,22,44,132
9723,342,146,119,6,71,271
9724,25,15,4,0,6,19
9725,37,12,18,2,5,32
9726,17,8,3,3,3,14
9727,37,8,25,1,3,34
9728,257,122,85,4,46,211
9729,674,394,143,18,119,555
9730,16,3,13,0,0,16
9731,119,96,3,3,17,102
9732,78,35,30,0,13,65
9733,160,71,53,5,31,129
9734,15,6,6,0,3,12
9735,47,28,5,1,13,34
9736,4,1,3,0,0,4
9737,106,71,15,0,20,86
9738,3,3,0,0,0,3
9739,36,11,5,8,12,24
9740,39,1,19,13,6,33
9741,84,24,39,1,20,64
9742,83,34,16,15,18,65
9743,82,37,33,0,12,70
9744,126,69,28,0,29,97
9745,17,9,3,0,5,12
9746,16,2,13,0,1,15
9747,106,86,6,0,14,92
9748,390,292,20,2,76,314
9749,307,187,52,0,68,239
9750,32,21,9,0,2,30
9751,32,21,9,0,2,30
9752,26,8,12,0,6,20
9753,201,86,42,25,48,153
9754,13,8,3,1,1,12
9755,89,26,38,5,20,69
9756,519,365,44,1,109,410
9757,27,14,10,0,3,24
9758,147,109,4,2,32,115
9759,193,76,33,34,50,143
9760,42,15,23,0,4,38
9761,72,41,13,0,18,54
9762,30,9,15,0,6,24
9763,10,1,9,0,0,10
9764,282,29,197,2,54,228
9765,89,57,16,1,15,74
9766,33,5,23,1,4,29
9767,656,383,142,17,114,542
9768,13,8,0,0,5,8
9769,21,8,9,0,4,17
9770,54,14,28,2,10,44
9771,92,59,19,0,14,78
9772,42,14,15,3,10,32
9773,73,26,34,3,10,63
9774,576,409,47,1,119,457
9775,27,10,10,0,7,20
9776,51,12,30,0,9,42
9777,87,21,26,26,14,73
9778,31,15,9,0,7,24
9779,39,10,21,0,8,31
9780,40,6,5,19,10,30
9781,36,21,5,2,8,28
9782,107,23,43,16,25,82
9783,134,2,113,0,19,115
9784,86,36,35,0,15,71
9785,71,48,7,1,15,56
9786,53,16,18,3,16,37
9787,74,38,25,0,11,63
9788,10,5,3,0,2,8
9789,11,2,6,0,3,8
9790,170,89,45,5,31,139
9791,7,5,2,0,0,7
9792,65,14,29,8,14,51
9793,15,9,2,0,4,11
9794,280,73,152,1,54,226
9795,16,6,5,0,5,11
9796,38,17,19,0,2,36
9797,15,8,4,0,3,12
9798,57,31,9,0,17,40
9799,214,107,36,34,37,177
9800,48,24,16,1,7,41
9801,9,2,2,0,5,4
9802,106,39,34,7,26,80
9803,29,6,18,3,2,27
9804,75,53,2,0,20,55
9805,213,113,48,0,52,161
9806,84,22,39,5,18,66
9807,144,90,28,0,26,118
9808,10,8,2,0,0,10
9809,59,27,17,5,10,49
9810,78,26,37,0,15,63
9811,53,21,22,3,7,46
9812,47,32,2,0,13,34
9813,58,33,11,0,14,44
9814,99,44,33,4,18,81
9815,27,9,13,1,4,23
9816,8,2,1,4,1,7
9817,15,3,11,0,1,14
9818,17,15,0,0,2,15
9819,45,30,2,0,13,32
9820,197,54,49,56,38,159
9821,14,0,8,0,6,8
9822,103,74,11,9,9,94
9823,15,4,8,1,2,13
9824,36,1,29,0,6,30
9825,74,39,19,0,16,58
9826,102,66,15,3,18,84
9827,203,105,34,28,36,167
9828,26,15,7,0,4,22
9829,51,17,14,5,15,36
9830,3,1,0,1,1,2
9831,258,196,13,0,49,209
9832,61,20,26,0,15,46
9833,31,21,0,4,6,25
9834,38,9,16,6,7,31
9835,77,20,37,8,12,65
9836,110,57,32,1,20,90
9837,50,19,19,1,11,39
9838,33,12,10,0,11,22
9839,73,10,48,0,15,58
9840,20,15,1,0,4,16
9841,36,18,13,0,5,31
9842,60,36,16,0,8,52
9843,439,233,96,13,97,342
9844,560,386,50,1,123,437
9845,130,106,5,2,17,113
9846,38,9,5,17,7,31
9847,147,69,42,5,31,116
9848,187,47,67,29,44,143
9849,341,188,81,13,59,282
9850,77,38,19,1,19,58
9851,85,67,2,2,14,71
9852,80,64,2,0,14,66
9853,49,13,24,0,12,37
9854,24,6,8,0,10,14
9855,11,6,2,0,3,8
9856,438,124,172,46,96,342
9857,208,103,36,31,38,170
9858,39,11,9,14,5,34
9859,8,2,5,0,1,7
9860,436,273,66,3,94,342
9861,368,191,107,4,66,302
9862,46,18,20,0,8,38
9863,160,107,22,1,30,130
9864,156,48,49,23,36,120
9865,142,97,20,1,24,118
9866,155,67,56,1,31,124
9867,207,80,47,32,48,159
9868,83,51,13,0,19,64
9869,71,37,19,0,15,56
9870,70,20,26,2,22,48
9871,91,38,35,1,17,74
9872,21,2,14,0,5,16
9873,302,171,77,0,54,248
9874,538,375,49,1,113,425
9875,76,38,23,2,13,63
9876,57,46,3,1,7,50
9877,32,2,27,0,3,29
9878,27,13,3,5,6,21
9879,128,63,42,12,11,117
9880,128,101,3,0,24,104
9881,161,106,37,11,7,154
9882,82,51,22,9,0,82
9883,421,124,156,47,94,327
9884,6,4,0,2,0,6
9885,42,26,9,1,6,36
9886,686,397,142,21,126,560
9887,28,2,20,0,6,22
9888,67,40,12,0,15,52
9889,65,48,12,0,5,60
9890,64,18,21,15,10,54
9891,206,52,27,95,32,174
9892,70,35,23,2,10,60
9893,203,113,28,23,39,164
9894,45,1,34,0,10,35
9895,21,8,4,3,6,15
9896,9,0,4,2,3,6
9897,70,51,7,0,12,58
9898,56,35,11,2,8,48
9899,44,6,23,4,11,33
9900,56,30,10,4,12,44
9901,46,22,12,1,11,35
9902,36,14,13,0,9,27
9903,24,12,8,0,4,20
9904,83,28,40,2,13,70
9905,37,15,20,0,2,35
9906,95,48,14,2,31,64
9907,69,40,14,0,15,54
9908,37,20,9,0,8,29
9909,89,27,25,18,19,70
9910,29,14,8,3,4,25
9911,6,4,2,0,0,6
9912,11,0,10,0,1,10
9913,155,99,3,17,36,119
9914,18,3,9,2,4,14
9915,26,5,14,2,5,21
9916,189,104,54,0,31,158
9917,177,66,50,32,29,148
9918,70,15,38,6,11,59
9919,75,50,7,0,18,57
9920,60,33,10,0,17,43
9921,20,13,3,0,4,16
9922,95,36,34,10,15,80
9923,96,50,23,4,19,77
9924,11,7,0,0,4,7
9925,41,17,7,6,11,30
9926,68,7,40,8,13,55
9927,691,401,142,22,126,565
9928,100,67,6,0,27,73
9929,9,3,4,0,2,7
9930,138,76,39,1,22,116
9931,75,44,18,0,13,62
9932,170,125,19,0,26,144
9933,7,2,4,0,1,6
9934,39,20,9,0,10,29
9935,79,43,22,0,14,65
9936,70,35,18,2,15,55
9937,127,74,22,3,28,99
9938,1,1,0,0,0,1
9939,33,9,16,0,8,25
9940,45,23,11,1,10,35
9941,31,15,8,2,6,25
9942,61,16,30,1,14,47
9943,44,13,24,1,6,38
9944,37,26,4,0,7,30
9945,628,393,86,9,140,488
