,total_wells_within_5_mils,close_functional_wells,close_non_functional_wells,close_functional_needs_repair_wells,close_unknown_wells,close_known_wells
48086,32,17,10,1,4,28
48087,188,97,29,28,34,154
48088,45,29,7,0,9,36
48089,104,58,8,19,19,85
48090,85,24,35,12,14,71
48091,220,149,30,0,41,179
48092,323,143,119,5,56,267
48093,18,1,10,5,2,16
48094,32,8,14,1,9,23
48095,69,44,12,1,12,57
48096,20,1,11,0,8,12
48097,34,17,10,0,7,27
48098,105,26,27,29,23,82
48099,74,28,26,3,17,57
48100,15,7,4,0,4,11
48101,32,17,10,0,5,27
48102,14,4,6,0,4,10
48103,51,25,14,0,12,39
48104,88,5,57,8,18,70
48105,244,101,15,83,45,199
48106,155,98,31,0,26,129
48107,73,48,6,1,18,55
48108,150,67,31,18,34,116
48109,85,44,12,8,21,64
48110,109,48,32,2,27,82
48111,155,53,32,34,36,119
48112,32,15,4,5,8,24
48113,32,13,13,0,6,26
48114,70,16,40,0,14,56
48115,32,21,9,0,2,30
48116,60,38,3,9,10,50
48117,2,1,0,0,1,1
48118,123,92,4,1,26,97
48119,209,130,38,2,39,170
48120,28,10,12,0,6,22
48121,140,66,43,9,22,118
48122,141,40,65,3,33,108
48123,21,4,16,0,1,20
48124,100,44,23,11,22,78
48125,41,21,14,1,5,36
48126,42,28,5,0,9,33
48127,8,3,4,0,1,7
48128,220,149,30,0,41,179
48129,169,128,5,2,34,135
48130,5,1,3,0,1,4
48131,204,80,12,74,38,166
48132,58,14,34,1,9,49
48133,96,36,29,12,19,77
48134,9,2,5,0,2,7
48135,433,109,178,48,98,335
48136,40,28,7,0,5,35
48137,85,20,48,0,17,68
48138,93,35,29,9,20,73
48139,155,95,34,3,23,132
48140,117,74,21,2,20,97
48141,68,32,24,1,11,57
48142,53,19,21,1,12,41
48143,18,11,3,2,2,16
48144,81,23,36,6,16,65
48145,146,63,31,17,35,111
48146,46,25,3,10,8,38
48147,73,34,30,0,9,64
48148,58,2,48,0,8,50
48149,71,54,2,0,15,56
48150,51,7,27,5,12,39
48151,28,7,16,2,3,25
48152,14,6,5,1,2,12
48153,23,12,7,0,4,19
48154,25,7,12,1,5,20
48155,45,8,25,0,12,33
48156,43,14,16,4,9,34
48157,215,88,37,38,52,163
48158,32,21,9,0,2,30
48159,50,35,0,0,15,35
48160,23,8,9,0,6,17
48161,57,15,33,1,8,49
48162,79,22,42,2,13,66
48163,332,196,65,0,71,261
48164,46,18,20,0,8,38
48165,112,55,34,5,18,94
48166,295,78,33,135,49,246
48167,165,97,38,1,29,136
48168,32,21,9,0,2,30
48169,29,9,13,0,7,22
48170,102,67,1,12,22,80
48171,261,62,133,7,59,202
48172,11,7,1,0,3,8
48173,110,39,26,20,25,85
48174,52,38,7,0,7,45
48175,466,320,45,1,100,366
48176,10,3,3,0,4,6
48177,4,0,2,0,2,2
48178,649,382,145,18,104,545
48179,14,2,5,2,5,9
48180,81,52,11,0,18,63
48181,51,21,19,1,10,41
48182,31,18,3,0,10,21
48183,82,38,5,16,23,59
48184,14,8,0,2,4,10
48185,97,27,21,28,21,76
48186,40,29,6,0,5,35
48187,17,12,1,3,1,16
48188,33,20,6,0,7,26
48189,6,3,3,0,0,6
48190,73,30,20,1,22,51
48191,55,37,7,2,9,46
48192,38,22,5,3,8,30
48193,43,27,6,2,8,35
48194,475,217,161,13,84,391
48195,30,19,2,0,9,21
48196,27,15,9,1,2,25
48197,21,10,10,0,1,20
48198,88,44,25,2,17,71
48199,19,4,9,0,6,13
48200,36,5,23,0,8,28
48201,20,2,16,0,2,18
48202,283,189,68,3,23,260
48203,58,23,19,3,13,45
48204,6,6,0,0,0,6
48205,30,11,14,0,5,25
48206,63,44,9,0,10,53
48207,55,33,14,2,6,49
48208,97,41,34,4,18,79
48209,175,57,86,0,32,143
48210,83,28,41,4,10,73
48211,32,21,9,0,2,30
48212,301,147,86,4,64,237
48213,38,21,8,0,9,29
48214,61,49,0,1,11,50
48215,31,9,7,10,5,26
48216,8,7,1,0,0,8
48217,167,83,48,3,33,134
48218,63,39,11,0,13,50
48219,232,78,91,14,49,183
48220,335,160,93,11,71,264
48221,83,28,31,11,13,70
48222,84,60,5,1,18,66
48223,115,75,24,3,13,102
48224,95,39,35,5,16,79
48225,61,39,9,0,13,48
48226,39,10,24,0,5,34
48227,55,32,15,2,6,49
48228,145,102,20,0,23,122
48229,352,187,90,15,60,292
48230,53,23,13,2,15,38
48231,48,31,10,0,7,41
48232,32,21,9,0,2,30
48233,233,57,118,4,54,179
48234,27,8,13,1,5,22
48235,165,85,39,0,41,124
48236,172,125,21,0,26,146
48237,239,156,65,2,16,223
48238,56,19,16,6,15,41
48239,56,36,5,6,9,47
48240,32,11,6,8,7,25
48241,21,13,4,1,3,18
48242,28,15,5,1,7,21
48243,14,9,2,0,3,11
48244,49,25,12,1,11,38
48245,15,5,6,1,3,12
48246,236,64,120,1,51,185
48247,18,4,11,0,3,15
48248,40,19,9,1,11,29
48249,280,189,68,3,20,260
48250,46,18,20,0,8,38
48251,50,18,9,13,10,40
48252,89,53,22,1,13,76
48253,17,9,2,1,5,12
48254,197,101,48,0,48,149
48255,61,35,14,0,12,49
48256,64,16,27,7,14,50
48257,30,16,7,2,5,25
48258,133,103,10,0,20,113
48259,14,4,6,2,2,12
48260,47,6,13,17,11,36
48261,56,8,37,0,11,45
48262,55,24,22,2,7,48
48263,658,386,140,17,115,543
48264,582,399,54,1,128,454
48265,216,86,14,77,39,177
48266,51,31,13,0,7,44
48267,55,33,10,0,12,43
48268,64,43,12,0,9,55
48269,17,10,1,0,6,11
48270,82,34,23,5,20,62
48271,268,200,15,0,53,215
48272,53,36,6,0,11,42
48273,47,28,11,8,0,47
48274,56,29,15,1,11,45
48275,7,7,0,0,0,7
48276,27,9,15,0,3,24
48277,24,9,7,0,8,16
48278,33,11,11,1,10,23
48279,91,26,36,3,26,65
48280,29,16,6,0,7,22
48281,19,2,10,0,7,12
48282,208,137,23,0,48,160
48283,652,366,158,22,106,546
48284,124,96,8,2,18,106
48285,97,32,41,7,17,80
48286,137,82,29,0,26,111
48287,73,36,17,5,15,58
48288,113,54,43,3,13,100
48289,21,16,4,0,1,20
48290,100,77,3,0,20,80
48291,188,115,39,19,15,173
48292,110,53,38,1,18,92
48293,109,105,0,4,0,109
48294,81,35,32,0,14,67
48295,2,0,1,0,1,1
48296,195,94,58,1,42,153
48297,80,36,28,0,16,64
48298,46,18,20,0,8,38
48299,18,6,6,0,6,12
48300,157,98,31,1,27,130
48301,445,113,187,45,100,345
48302,46,18,20,0,8,38
48303,49,24,20,0,5,44
48304,82,39,21,3,19,63
48305,111,77,15,10,9,102
48306,14,2,8,2,2,12
48307,429,134,177,25,93,336
48308,32,15,4,5,8,24
48309,30,18,6,1,5,25
48310,636,381,108,9,138,498
48311,54,14,27,5,8,46
48312,48,20,15,4,9,39
48313,296,23,215,2,56,240
48314,37,8,22,0,7,30
48315,101,31,37,6,27,74
48316,308,161,86,0,61,247
48317,352,186,91,15,60,292
48318,33,25,3,0,5,28
48319,35,20,4,2,9,26
48320,78,55,5,6,12,66
48321,78,46,18,0,14,64
48322,174,127,5,1,41,133
48323,301,183,44,17,57,244
48324,440,200,147,11,82,358
48325,55,24,21,2,8,47
48326,45,12,25,0,8,37
48327,107,82,5,0,20,87
48328,181,103,15,21,42,139
48329,46,18,20,0,8,38
48330,203,123,12,24,44,159
48331,131,74,14,17,26,105
48332,100,72,14,0,14,86
48333,6,2,3,0,1,5
48334,46,21,13,0,12,34
48335,66,38,3,13,12,54
48336,92,34,38,3,17,75
48337,44,10,21,0,13,31
48338,41,15,15,0,11,30
48339,209,111,47,14,37,172
48340,67,48,8,0,11,56
48341,400,299,20,0,81,319
48342,1,1,0,0,0,1
48343,8,2,3,1,2,6
48344,129,40,35,29,25,104
48345,51,21,12,1,17,34
48346,151,22,70,25,34,117
48347,19,12,0,0,7,12
48348,26,12,3,5,6,20
48349,189,108,23,23,35,154
48350,250,103,18,82,47,203
48351,13,2,8,1,2,11
48352,6,1,4,0,1,5
48353,91,19,46,10,16,75
48354,96,43,10,18,25,71
48355,17,15,0,0,2,15
48356,38,6,24,0,8,30
48357,58,7,34,4,13,45
48358,58,19,23,8,8,50
48359,447,216,123,14,94,353
48360,35,22,7,0,6,29
48361,32,13,9,1,9,23
48362,40,29,6,5,0,40
48363,10,5,5,0,0,10
48364,35,22,6,0,7,28
48365,16,8,2,0,6,10
48366,87,33,34,1,19,68
48367,54,38,2,0,14,40
48368,163,29,102,1,31,132
48369,149,60,45,9,35,114
48370,36,27,2,0,7,29
48371,18,10,1,0,7,11
48372,70,45,11,2,12,58
48373,208,110,34,20,44,164
48374,120,65,9,22,24,96
48375,45,37,1,0,7,38
48376,99,42,22,11,24,75
48377,76,26,38,0,12,64
48378,7,6,0,0,1,6
48379,123,59,32,0,32,91
48380,144,35,77,1,31,113
48381,22,12,8,0,2,20
48382,123,46,43,8,26,97
48383,31,15,8,0,8,23
48384,38,4,14,10,10,28
48385,78,17,27,18,16,62
48386,54,31,11,0,12,42
48387,42,9,14,8,11,31
48388,136,63,39,5,29,107
48389,30,17,7,0,6,24
48390,43,8,21,5,9,34
48391,14,3,7,1,3,11
48392,47,23,12,0,12,35
48393,33,19,7,0,7,26
48394,38,10,16,5,7,31
48395,129,87,17,1,24,105
48396,29,16,8,0,5,24
48397,111,81,7,0,23,88
48398,36,9,17,1,9,27
48399,45,19,15,2,9,36
48400,70,41,15,0,14,56
48401,48,30,6,0,12,36
48402,99,35,43,4,17,82
48403,56,39,2,1,14,42
48404,192,75,34,33,50,142
48405,21,5,7,2,7,14
48406,113,60,10,20,23,90
48407,32,16,3,5,8,24
48408,87,53,12,2,20,67
48409,121,44,33,21,23,98
48410,46,18,20,0,8,38
48411,17,10,4,0,3,14
48412,45,20,14,5,6,39
48413,16,3,12,0,1,15
48414,17,9,2,1,5,12
48415,427,197,145,9,76,351
48416,190,53,22,85,30,160
48417,66,5,44,4,13,53
48418,76,17,41,2,16,60
48419,26,10,8,2,6,20
48420,286,210,18,2,56,230
48421,114,33,52,3,26,88
48422,61,28,17,4,12,49
48423,37,18,9,1,9,28
48424,160,74,32,14,40,120
48425,299,79,34,138,48,251
48426,0,0,0,0,0,0
48427,222,154,48,2,18,204
48428,48,30,2,9,7,41
48429,31,11,14,0,6,25
48430,69,47,13,0,9,60
48431,85,39,28,4,14,71
48432,131,59,46,3,23,108
48433,13,5,4,0,4,9
48434,224,96,14,76,38,186
48435,112,51,41,1,19,93
48436,68,25,6,23,14,54
48437,24,5,14,1,4,20
48438,54,12,20,4,18,36
48439,78,23,40,2,13,65
48440,113,57,33,0,23,90
48441,64,5,44,0,15,49
48442,181,66,74,3,38,143
48443,57,27,22,2,6,51
48444,95,36,32,2,25,70
48445,111,59,31,0,21,90
48446,28,6,18,0,4,24
48447,104,74,12,10,8,96
48448,79,32,33,1,13,66
48449,116,44,35,16,21,95
48450,135,36,46,18,35,100
48451,82,36,31,4,11,71
48452,121,48,29,25,19,102
48453,55,40,7,1,7,48
48454,109,58,25,4,22,87
48455,644,379,140,15,110,534
48456,12,6,4,0,2,10
48457,126,46,48,9,23,103
48458,57,29,15,0,13,44
48459,141,61,31,18,31,110
48460,42,8,24,2,8,34
48461,38,17,16,0,5,33
48462,63,33,15,0,15,48
48463,27,5,15,1,6,21
48464,57,18,31,1,7,50
48465,32,21,9,0,2,30
48466,5,1,0,1,3,2
48467,10,7,1,0,2,8
48468,25,9,8,0,8,17
48469,80,20,35,8,17,63
48470,330,140,115,6,69,261
48471,34,10,16,1,7,27
48472,32,21,9,0,2,30
48473,527,290,116,13,108,419
48474,50,30,11,0,9,41
48475,174,121,10,10,33,141
48476,46,18,20,0,8,38
48477,141,26,88,1,26,115
48478,36,8,19,2,7,29
48479,37,10,11,12,4,33
48480,261,81,122,6,52,209
48481,19,6,8,0,5,14
48482,146,58,45,9,34,112
48483,126,51,31,18,26,100
48484,296,162,68,0,66,230
48485,76,38,20,0,18,58
48486,58,40,5,1,12,46
48487,14,9,2,0,3,11
48488,19,9,8,0,2,17
48489,2,0,2,0,0,2
48490,292,133,105,5,49,243
48491,145,91,27,3,24,121
48492,50,28,11,0,11,39
48493,40,17,12,1,10,30
48494,8,0,7,1,0,8
48495,96,39,35,0,22,74
48496,205,86,69,19,31,174
48497,381,167,132,11,71,310
48498,213,56,38,82,37,176
48499,145,65,49,1,30,115
48500,57,25,16,3,13,44
48501,383,201,90,17,75,308
48502,12,3,3,0,6,6
48503,30,13,12,1,4,26
48504,38,19,9,1,9,29
48505,24,20,2,0,2,22
48506,39,26,7,0,6,33
48507,204,63,98,10,33,171
48508,373,160,131,11,71,302
48509,188,71,63,7,47,141
48510,41,1,30,0,10,31
48511,49,29,10,0,10,39
48512,360,237,37,1,85,275
48513,41,21,7,8,5,36
48514,103,23,47,15,18,85
48515,423,199,119,14,91,332
48516,79,41,16,4,18,61
48517,14,1,11,0,2,12
48518,118,52,22,16,28,90
48519,48,30,9,0,9,39
48520,140,66,42,10,22,118
48521,31,9,9,5,8,23
48522,262,117,84,17,44,218
48523,92,56,20,0,16,76
48524,27,9,12,2,4,23
48525,45,24,17,0,4,41
48526,67,18,26,0,23,44
48527,202,41,56,65,40,162
48528,18,8,4,1,5,13
48529,21,11,7,0,3,18
48530,73,35,20,0,18,55
48531,33,6,15,1,11,22
48532,32,14,7,3,8,24
48533,184,95,35,21,33,151
48534,58,5,49,0,4,54
48535,27,10,12,1,4,23
48536,202,89,56,19,38,164
48537,1,1,0,0,0,1
48538,247,103,15,82,47,200
48539,6,0,5,0,1,5
48540,28,21,3,0,4,24
48541,48,15,25,0,8,40
48542,330,127,114,24,65,265
48543,50,41,3,1,5,45
48544,45,13,20,4,8,37
48545,246,101,54,36,55,191
48546,68,21,25,2,20,48
48547,151,100,28,0,23,128
48548,32,2,22,0,8,24
48549,16,6,8,0,2,14
48550,56,15,26,0,15,41
48551,42,17,16,2,7,35
48552,47,26,16,0,5,42
48553,44,7,25,4,8,36
48554,12,3,5,0,4,8
48555,29,14,10,0,5,24
48556,175,80,47,16,32,143
48557,84,45,5,15,19,65
48558,14,4,5,3,2,12
48559,243,163,62,2,16,227
48560,197,109,28,23,37,160
48561,41,8,22,3,8,33
48562,48,15,28,0,5,43
48563,46,18,20,0,8,38
48564,21,9,8,1,3,18
48565,435,115,179,35,106,329
48566,36,2,29,0,5,31
48567,32,21,9,0,2,30
48568,64,19,32,1,12,52
48569,18,1,11,4,2,16
48570,173,137,9,1,26,147
48571,83,36,24,3,20,63
48572,45,26,9,4,6,39
48573,110,42,39,6,23,87
48574,512,282,84,41,105,407
48575,42,28,1,2,11,31
48576,190,63,58,25,44,146
48577,167,52,53,26,36,131
48578,54,5,34,1,14,40
48579,3,0,2,0,1,2
48580,59,25,24,2,8,51
48581,127,68,23,4,32,95
48582,60,18,16,11,15,45
48583,34,18,11,0,5,29
48584,454,332,25,0,97,357
48585,39,23,8,0,8,31
48586,34,8,19,0,7,27
48587,65,22,27,2,14,51
48588,90,40,28,3,19,71
48589,67,48,2,0,17,50
48590,24,14,3,0,7,17
48591,83,56,13,1,13,70
48592,6,0,4,0,2,4
48593,37,5,23,0,9,28
48594,12,1,7,0,4,8
48595,71,19,22,16,14,57
48596,64,12,39,1,12,52
48597,88,31,18,10,29,59
48598,53,37,4,1,11,42
48599,347,146,127,6,68,279
48600,85,31,35,1,18,67
48601,184,53,48,47,36,148
48602,153,97,29,1,26,127
48603,73,34,16,6,17,56
48604,30,8,11,2,9,21
48605,16,10,5,1,0,16
48606,38,12,16,5,5,33
48607,24,7,7,0,10,14
48608,162,119,8,5,30,132
48609,159,53,45,33,28,131
48610,54,21,18,0,15,39
48611,251,146,55,0,50,201
48612,365,274,21,1,69,296
48613,32,26,0,0,6,26
48614,54,32,9,3,10,44
48615,75,38,22,0,15,60
48616,43,32,1,0,10,33
48617,96,44,33,0,19,77
48618,53,29,12,0,12,41
48619,277,128,95,0,54,223
48620,54,27,14,1,12,42
48621,125,23,73,3,26,99
48622,78,25,38,2,13,65
48623,29,19,6,1,3,26
48624,81,19,39,7,16,65
48625,492,252,88,47,105,387
48626,68,34,15,3,16,52
48627,33,17,14,0,2,31
48628,15,5,7,2,1,14
48629,91,39,23,13,16,75
48630,190,145,14,1,30,160
48631,43,15,23,0,5,38
48632,18,5,8,0,5,13
48633,49,7,30,2,10,39
48634,146,14,99,2,31,115
48635,263,201,15,0,47,216
48636,266,110,96,16,44,222
48637,383,195,96,11,81,302
48638,136,70,35,5,26,110
48639,520,270,93,48,109,411
48640,40,23,13,0,4,36
48641,38,14,17,3,4,34
48642,42,13,19,4,6,36
48643,59,18,14,21,6,53
48644,44,9,22,0,13,31
48645,17,5,4,3,5,12
48646,47,23,7,8,9,38
48647,21,9,6,2,4,17
48648,171,113,27,1,30,141
48649,73,45,15,0,13,60
48650,125,100,4,0,21,104
48651,72,43,15,0,14,58
48652,27,9,15,0,3,24
48653,144,92,28,2,22,122
48654,691,409,141,20,121,570
48655,63,37,16,0,10,53
48656,123,68,24,4,27,96
48657,10,6,3,0,1,9
48658,72,18,29,0,25,47
48659,155,79,45,1,30,125
48660,377,218,81,0,78,299
48661,14,2,6,1,5,9
48662,21,4,13,0,4,17
48663,65,36,12,2,15,50
48664,157,125,4,0,28,129
48665,170,123,21,0,26,144
48666,50,34,8,0,8,42
48667,112,49,32,18,13,99
48668,255,50,153,4,48,207
48669,341,143,121,6,71,270
48670,136,39,67,1,29,107
48671,84,46,19,4,15,69
48672,254,101,91,16,46,208
48673,142,116,7,1,18,124
48674,10,8,0,0,2,8
48675,484,226,106,53,99,385
48676,46,18,20,0,8,38
48677,66,28,19,3,16,50
48678,56,38,2,0,16,40
48679,95,31,5,45,14,81
48680,228,14,171,0,43,185
48681,57,27,23,0,7,50
48682,139,55,44,9,31,108
48683,83,15,40,8,20,63
48684,186,97,28,28,33,153
48685,74,31,30,3,10,64
48686,223,89,88,4,42,181
48687,16,10,1,0,5,11
48688,98,42,34,4,18,80
48689,35,3,24,0,8,27
48690,59,28,9,6,16,43
48691,48,23,20,0,5,43
48692,32,13,11,0,8,24
48693,32,21,9,0,2,30
48694,457,242,117,20,78,379
48695,92,66,7,0,19,73
48696,35,23,4,0,8,27
48697,17,12,2,0,3,14
48698,73,21,34,7,11,62
48699,265,133,63,16,53,212
48700,99,56,12,14,17,82
48701,32,21,9,0,2,30
48702,83,32,37,1,13,70
48703,71,43,13,3,12,59
48704,33,8,13,4,8,25
48705,70,56,2,0,12,58
48706,18,11,5,1,1,17
48707,278,186,20,3,69,209
48708,30,10,7,6,7,23
48709,5,2,1,0,2,3
48710,179,63,51,23,42,137
48711,19,12,3,0,4,15
48712,62,15,30,0,17,45
48713,62,20,18,15,9,53
48714,13,2,8,0,3,10
48715,49,29,10,0,10,39
48716,110,66,16,3,25,85
48717,47,17,18,2,10,37
48718,64,18,24,0,22,42
48719,20,9,9,0,2,18
48720,283,69,70,85,59,224
48721,95,51,17,5,22,73
48722,151,24,98,1,28,123
48723,36,2,28,1,5,31
48724,38,26,3,2,7,31
48725,58,18,24,1,15,43
48726,37,19,8,1,9,28
48727,41,16,11,4,10,31
48728,19,7,7,0,5,14
48729,417,221,107,19,70,347
48730,186,85,59,0,42,144
48731,89,19,47,7,16,73
48732,41,13,17,3,8,33
48733,565,412,35,1,117,448
48734,17,13,1,0,3,14
48735,112,46,37,8,21,91
48736,27,17,7,1,2,25
48737,28,16,7,0,5,23
48738,478,324,49,2,103,375
48739,104,54,18,11,21,83
48740,60,32,7,9,12,48
48741,47,33,1,1,12,35
48742,134,75,22,3,34,100
48743,49,6,35,0,8,41
48744,150,96,3,16,35,115
48745,21,10,8,1,2,19
48746,336,113,144,9,70,266
48747,30,22,3,1,4,26
48748,220,149,30,0,41,179
48749,16,5,11,0,0,16
48750,57,11,31,0,15,42
48751,113,45,42,2,24,89
48752,27,7,9,5,6,21
48753,57,25,18,5,9,48
48754,377,277,18,2,80,297
48755,32,21,9,0,2,30
48756,21,18,2,0,1,20
48757,67,24,17,5,21,46
48758,98,24,53,3,18,80
48759,16,7,6,0,3,13
48760,76,31,8,17,20,56
48761,82,42,13,8,19,63
48762,30,11,13,0,6,24
48763,44,32,5,0,7,37
48764,138,79,13,19,27,111
48765,102,63,12,2,25,77
48766,34,15,12,1,6,28
48767,34,2,24,0,8,26
48768,8,4,4,0,0,8
48769,103,47,25,11,20,83
48770,206,143,48,2,13,193
48771,36,17,12,0,7,29
48772,71,50,7,1,13,58
48773,16,0,14,0,2,14
48774,49,26,8,0,15,34
48775,15,7,3,3,2,13
48776,139,44,47,23,25,114
48777,27,11,9,4,3,24
48778,193,78,50,20,45,148
48779,36,23,8,0,5,31
48780,46,21,15,0,10,36
48781,82,36,31,0,15,67
48782,36,2,29,0,5,31
48783,39,10,23,3,3,36
48784,52,22,18,0,12,40
48785,29,10,11,0,8,21
48786,435,200,145,9,81,354
48787,68,15,41,1,11,57
48788,59,36,7,7,9,50
48789,81,38,22,0,21,60
48790,6,0,3,0,3,3
48791,266,143,62,13,48,218
48792,9,3,4,0,2,7
48793,74,42,11,0,21,53
48794,157,51,77,0,29,128
48795,108,58,21,7,22,86
48796,34,2,26,0,6,28
48797,91,55,19,5,12,79
48798,42,9,21,5,7,35
48799,68,16,33,10,9,59
48800,9,4,5,0,0,9
48801,27,18,3,1,5,22
48802,140,81,21,3,35,105
48803,74,39,18,0,17,57
48804,84,50,18,4,12,72
48805,32,21,9,0,2,30
48806,63,36,13,2,12,51
48807,53,14,25,3,11,42
48808,18,6,9,0,3,15
48809,92,33,38,9,12,80
48810,214,59,116,6,33,181
48811,4,3,0,0,1,3
48812,31,15,8,3,5,26
48813,32,21,9,0,2,30
48814,19,9,4,1,5,14
48815,74,25,32,0,17,57
48816,43,7,30,0,6,37
48817,20,10,5,0,5,15
48818,29,5,22,0,2,27
48819,49,11,29,0,9,40
48820,160,114,11,0,35,125
48821,74,18,23,21,12,62
48822,76,21,29,5,21,55
48823,54,32,10,4,8,46
48824,115,64,33,1,17,98
48825,14,5,8,0,1,13
48826,22,0,16,0,6,16
48827,19,14,3,0,2,17
48828,113,44,44,0,25,88
48829,67,46,6,0,15,52
48830,32,21,9,0,2,30
48831,6,1,4,0,1,5
48832,44,34,1,0,9,35
48833,14,3,9,0,2,12
48834,662,385,144,17,116,546
48835,46,18,20,0,8,38
48836,23,5,10,4,4,19
48837,27,18,5,0,4,23
48838,149,63,53,7,26,123
48839,58,14,34,1,9,49
48840,1,0,0,0,1,0
48841,40,28,3,5,4,36
48842,25,22,0,0,3,22
48843,57,22,18,6,11,46
48844,47,27,10,0,10,37
48845,135,53,52,8,22,113
48846,162,110,26,0,26,136
48847,108,40,40,14,14,94
48848,66,40,12,3,11,55
48849,34,13,15,1,5,29
48850,390,167,111,33,79,311
48851,364,177,117,2,68,296
48852,34,12,10,6,6,28
48853,62,18,25,10,9,53
48854,372,210,84,0,78,294
48855,32,21,3,3,5,27
48856,27,8,16,1,2,25
48857,41,7,23,0,11,30
48858,37,28,4,0,5,32
48859,79,21,37,6,15,64
48860,70,39,15,2,14,56
48861,7,1,2,1,3,4
48862,66,33,19,4,10,56
48863,62,17,28,2,15,47
48864,17,2,14,0,1,16
48865,58,37,7,0,14,44
48866,104,57,24,4,19,85
48867,423,210,101,28,84,339
48868,39,10,25,0,4,35
48869,78,24,28,14,12,66
48870,40,22,3,4,11,29
48871,70,28,7,20,15,55
48872,52,9,28,5,10,42
48873,650,376,149,17,108,542
48874,480,349,28,0,103,377
48875,10,1,6,0,3,7
48876,30,18,6,1,5,25
48877,15,3,9,1,2,13
48878,125,42,45,7,31,94
48879,212,148,47,3,14,198
48880,53,22,10,17,4,49
48881,86,39,31,0,16,70
48882,107,75,21,0,11,96
48883,41,8,25,4,4,37
48884,136,45,44,16,31,105
48885,580,325,142,20,93,487
48886,41,19,13,0,9,32
48887,230,140,7,31,52,178
48888,220,138,39,3,40,180
48889,138,59,41,9,29,109
48890,23,10,2,7,4,19
48891,73,30,25,2,16,57
48892,69,19,27,0,23,46
48893,416,193,120,13,90,326
48894,32,12,11,2,7,25
48895,54,33,14,0,7,47
48896,17,1,14,0,2,15
48897,60,14,40,0,6,54
48898,104,28,59,0,17,87
48899,142,90,14,10,28,114
48900,78,24,28,14,12,66
48901,63,27,23,1,12,51
48902,79,65,3,0,11,68
48903,32,21,9,0,2,30
48904,347,188,89,15,55,292
48905,225,136,35,7,47,178
48906,283,145,79,12,47,236
48907,88,43,17,7,21,67
48908,34,23,2,0,9,25
48909,21,16,1,0,4,17
48910,36,18,5,8,5,31
48911,67,21,30,0,16,51
48912,101,27,42,5,27,74
48913,211,115,61,0,35,176
48914,32,21,9,0,2,30
48915,15,6,5,2,2,13
48916,12,0,10,0,2,10
48917,137,106,6,0,25,112
48918,46,18,20,0,8,38
48919,21,9,5,0,7,14
48920,77,43,19,0,15,62
48921,30,22,0,0,8,22
48922,13,1,9,0,3,10
48923,56,36,8,1,11,45
48924,37,2,25,0,10,27
48925,119,28,35,22,34,85
48926,67,46,6,0,15,52
48927,79,12,51,4,12,67
48928,21,0,4,13,4,17
48929,87,53,9,0,25,62
48930,34,17,6,2,9,25
48931,43,20,16,0,7,36
48932,33,8,14,1,10,23
48933,10,7,1,0,2,8
48934,7,3,4,0,0,7
48935,65,39,14,0,12,53
48936,93,30,21,23,19,74
48937,25,10,7,0,8,17
48938,90,59,13,10,8,82
48939,49,26,12,4,7,42
48940,79,23,33,13,10,69
48941,29,2,21,1,5,24
48942,157,66,56,9,26,131
48943,62,9,39,0,14,48
48944,56,24,19,1,12,44
48945,79,30,32,2,15,64
48946,113,42,45,6,20,93
48947,31,17,10,2,2,29
48948,84,42,17,2,23,61
48949,28,16,4,3,5,23
48950,21,1,15,1,4,17
48951,90,32,37,2,19,71
48952,235,121,66,3,45,190
48953,144,56,58,2,28,116
48954,81,31,32,0,18,63
48955,126,29,42,30,25,101
48956,350,154,121,6,69,281
48957,90,32,37,2,19,71
48958,9,4,3,0,2,7
48959,50,14,24,0,12,38
48960,20,14,3,0,3,17
48961,15,1,12,0,2,13
48962,23,9,8,0,6,17
48963,16,9,4,1,2,14
48964,334,179,86,15,54,280
48965,67,33,21,0,13,54
48966,51,0,34,2,15,36
48967,16,7,9,0,0,16
48968,31,12,11,0,8,23
48969,20,9,5,1,5,15
48970,222,75,82,15,50,172
48971,7,1,2,0,4,3
48972,44,29,10,0,5,39
48973,27,2,17,2,6,21
48974,98,22,46,11,19,79
48975,53,9,27,5,12,41
48976,24,12,7,0,5,19
48977,138,82,28,5,23,115
48978,1325,535,194,337,259,1066
48979,14,6,2,0,6,8
48980,197,106,59,0,32,165
48981,153,53,39,30,31,122
48982,30,19,9,2,0,30
48983,587,334,122,16,115,472
48984,180,130,14,2,34,146
48985,42,24,7,3,8,34
48986,222,93,46,25,58,164
48987,60,7,41,0,12,48
48988,226,162,15,4,45,181
48989,33,24,5,0,4,29
48990,159,108,26,0,25,134
48991,64,19,24,5,16,48
48992,32,11,13,4,4,28
48993,84,28,42,1,13,71
48994,32,21,5,0,6,26
48995,70,59,0,1,10,60
48996,46,18,20,0,8,38
48997,30,3,19,2,6,24
48998,451,216,91,44,100,351
48999,17,10,3,1,3,14
49000,270,60,144,3,63,207
49001,15,5,6,0,4,11
49002,294,78,34,134,48,246
49003,110,71,27,0,12,98
49004,151,103,20,1,27,124
49005,141,74,18,20,29,112
49006,57,28,8,8,13,44
49007,475,225,154,13,83,392
49008,66,37,15,0,14,52
49009,47,9,21,4,13,34
49010,55,20,17,4,14,41
49011,73,11,7,35,20,53
49012,32,21,9,0,2,30
49013,9,6,0,2,1,8
49014,24,3,15,1,5,19
