,0
28951,dwe
28967,dwe
29002,idara ya maji
29062,dwe
29065,tcrs
29068,dwe
29070,rundu man
29079,sengerema water department
29081,kkkt _ konde and dwe
29125,dwe
29129,rundu man
29139,dwe
29154,idara ya maji
29172,dwe
29207,dwe
29226,dwe
29229,dwe
29235,dwe
29240,kkkt _ konde and dwe
29244,dwe
29257,dwe
29278,dwe
29284,kkkt _ konde and dwe
29291,dwe
29297,dwe
29303,government
29321,idara ya maji
29354,jandu plumber co
29375,dwe
29387,dwe
29399,dwe
29416,idara ya maji
29441,dwe
29457,dwe
29478,government
29483,dwe
29513,tcrs
29520,dwe
29528,dwe
29540,idara ya maji
29544,dwe
29600,tcrs
29603,idara ya maji
29616,dwe
29644,dwe
29666,dwe
29678,dwe
29697,dwe
29724,dwe
29757,kkkt _ konde and dwe
29762,dwe
29768,idara ya maji
29806,world vision
29831,dwe
29841,dwe
29849,dwe
29851,idara ya maji
29874,wananchi
29879,tcrs
29880,dwe
29893,kkkt _ konde and dwe
29900,dwe
29926,kkkt
29931,dwe
29935,tcrs
29963,kkkt _ konde and dwe
29964,government
29977,dwe
29996,dwe
30024,dwe
30029,dwe
30046,kkkt _ konde and dwe
30062,dwe
30064,idara ya maji
30068,dwe
30083,dwe
30089,dwe
30094,tcrs
30104,wananchi
30105,mdrdp
30118,dwe
30124,dwe
30131,tcrs
30150,runduman
30199,dwe
30204,government
30212,dwe
30221,idara ya maji
30229,kkkt _ konde and dwe
30232,rundu man
30282,tcrs
30287,dwe
30293,rundu man
30310,dwe
30321,idara ya maji
30349,dwe
30368,idara ya maji
30396,kkkt _ konde and dwe
30404,dwe
30412,dwe
30440,dwe
30446,idara ya maji
30454,dwe
30471,dwe
30494,idara ya maji
30558,kkkt _ konde and dwe
30590,dwe
30601,dwe
30623,dwe
30638,kkkt _ konde and dwe
30660,dwe
30666,dwe
30681,dwe
30682,kkkt _ konde and dwe
30696,dwe
30759,dwe
30777,dwe
30794,tcrs
30804,dwe
30810,tcrs
30812,water aid
30838,dwe
30867,dwe
30891,tcrs
30910,dwe
30923,rundu man
30929,dwe
30945,dwe
30962,idara ya maji
30966,dwe
30967,dwe
30981,tcrs
30999,dwe
31010,mission
31013,dwe
31028,dwe
31043,dwe
31046,dwe
31056,dwe
31064,greinaker
31088,tcrs
31148,amref
31184,dwe
31273,dwe
31275,dwe
31279,kkkt _ konde and dwe
31289,dwe
31291,tcrs
31331,rundu man
31371,rundu man
31387,dwe
31420,dwe
31445,kkkt _ konde and dwe
31450,dwe
31455,dwe
31490,dwe
31514,kkkt _ konde and dwe
31540,dwe
31546,dwe
31609,dwe
31627,dwe
31640,dwe
31643,dwe
31646,dwe
31654,dwe
31677,dwe
31681,tcrs
31683,dwe
31720,dwe
31725,dwe
31734,tcrs
31763,dwe
31772,sengerema water department
31775,dwe
31782,tcrs
31784,rundu man
31846,dwe
31899,kkkt _ konde and dwe
31913,dwe
31918,rundu man
32007,wananchi
32008,rwssp
32023,dwe
32024,dwe
32028,tcrs
32045,lwi
32079,ki
32080,dwe
32119,dwe
32123,dwe
32129,idara ya maji
32143,dwe
32148,government
32159,dwe
32165,dwe
32167,dwe
32175,dwe
32210,dwe
32228,idara ya maji
32237,nyakilangani co
32250,tcrs
32258,dwe
32261,kkkt _ konde and dwe
32283,kkkt _ konde and dwe
32305,kkkt _ konde and dwe
32333,kkkt
32337,dwe
32346,government
32372,government
32374,dwe
32380,dwe
32437,dwe
32440,tcrs
32472,dwe
32477,dwe
32489,rundu man
32495,rundu man
32524,dwe
32525,hesawa
32527,dwe
32544,dwe
32570,kkkt _ konde and dwe
32574,atlas company
32588,kkkt
32647,kkkt _ konde and dwe
32649,tcrs
32657,world vision
32662,kkkt _ konde and dwe
32670,dwe
32713,dwe
32742,kkkt _ konde and dwe
32763,tcrs
32774,dwe
32775,dwe
32808,dwe
32851,idara ya maji
32861,dwe
32868,dwe
32924,dwe
32931,dwe
32933,dwe
32934,idara ya maji
32994,dwe
33027,dwe
33030,dwe
33041,tcrs
33080,idara ya maji
33084,dwe
33088,rundu man
33107,dwe
33111,dwe
33119,tcrs
33132,rundu man
33135,dwe
33157,0
33161,dwe
33169,government
33200,dwe
33278,dwe
33319,tcrs
33355,kkkt _ konde and dwe
33369,dwe
33370,dwe
33392,dwe
33393,unicef
33437,dwe
33439,kiliflora
33457,dwe
33473,dwe
33501,dwe
33514,dwe
33515,dwe
33531,dwe
33550,dwe
33555,dwe
33568,rundu man
33608,dwe
33628,government
33629,dwe
33646,central government
33665,dwe
33675,dwe
33690,dwe
33706,dwe
33714,dwe
33718,jika
33724,dwe
33733,government
33744,dwe
33758,dwe
33770,dwe
33790,dwe
33804,dwe
33810,dwe
33821,villagers
33829,dwe
33878,tcrs
33886,dwe
33891,dwe
33921,dwe
33927,dwe
33943,dwe
33950,dwe
33967,dwe
33975,dwe
33994,dwe
34025,hesawa
34041,wizara ya maji
34053,dwe
34066,dwe
34079,dwe
34090,tcrs
34091,mission
34112,dwe
34115,government
34120,dwe
34145,dwe
34159,rundu man
34190,dwe
34198,dwe
34210,dwe
34212,dwe
34231,dwe
34239,dwe
34263,dwe
34274,dwe
34284,dwe
34290,dwe
34314,dwe
34317,dw
34327,tcrs
34332,kkkt
34333,dwe
34337,dwe
34353,rundu man
34357,dwe
34366,tcrs
34371,dwe
34394,kkkt _ konde and dwe
34403,villagers
34407,dwe
34409,central government
34412,idara ya maji
34418,dwe
34423,rundu man
34428,dwe
34435,dwe
34475,dwe
34480,dwe
34525,dwe
34533,rundu man
34536,tcrs
34573,dwe
34579,sengerema water department
34607,dwe
34639,tcrs
34643,dwe
34651,wananchi
34673,dwe
34686,wananchi
34709,dwe
34714,dwe
34721,hesawa
34731,dwe
34742,rundu man
34805,dwe
34817,dwe
34846,isf
34850,idara ya maji
34890,dwe
34901,dwe
34912,dwe
34934,dwe
34963,dwe
34975,wananchi
34993,kkkt _ konde and dwe
35017,government
35040,wananchi
35047,dwe
35060,idara ya maji
35062,dwe
35066,tcrs
35071,gover
35094,tcrs
35116,ir
35155,dwe
35170,dwe
35173,government
35189,dwe
35217,kkkt
35221,dwe
35245,dwe
35253,dwe
35262,dwe
35274,dwe
35288,dwe
35296,wizara ya maji
35366,kkkt
35388,dwe
35397,rundu man
35402,idara ya maji
35417,rundu man
35447,kkkt _ konde and dwe
35455,dwe
35457,dwe
35461,dwe
35499,atlas company
35529,government
35534,dwe
35564,dwe
35571,dwe
35597,dwe
35610,dwe
35630,tcrs
35657,dwe
35670,idara ya maji
35688,artisan
35726,kkkt _ konde and dwe
35731,dwe
35764,dwe
35771,dwe
35779,dwe
35806,idara ya maji
35815,dwe
35816,dwe
35822,hesawa
35830,world vision
35849,tcrs
35857,dwe
35875,central government
35907,dwe
35911,idara ya maji
35912,dwe
35917,dwe
35945,rundu man
35949,dwe
35951,dwe
35979,dwe
35986,dwe
36032,oikos e .africa
36051,tcrs
36071,dwe
36074,kkkt _ konde and dwe
36136,0
36147,dwe
36149,dwe
36160,dwe
36182,dwe
36195,kkkt
36240,dwe
36242,dwe
36247,dwe
36257,active tank co
36276,dwe
36281,dwe
36318,dwe
36337,dwe
36354,dwe
36397,healt
36421,kkkt _ konde and dwe
36433,kkkt _ konde and dwe
36455,dwe
36480,dwe
36502,dwe
36505,dwe
36523,rundu man
36527,dwe
36528,idara ya maji
36536,tcrs
36540,dwe
36557,dwe
36565,dwe
36567,tcrs
36572,dwe
36582,dwe
36623,dwe
36636,dwe
36637,dwe
36640,dwe
36645,dwe
36664,dwe
36698,dwe
36726,dwe
36753,dwe
36760,dwe
36763,dwe
36793,dwe
36807,kiliflora
36810,kkkt _ konde and dwe
36811,dwe
36841,idara ya maji
36854,dwe
36855,rundu man
36875,dwe
36878,dwe
36884,dwe
36899,idara ya maji
36907,kkkt _ konde and dwe
36911,dwe
36929,dwe
36931,sengerema water department
36950,dwe
36952,dwe
36955,kkkt _ konde and dwe
36970,rundu man
36989,wananchi
37000,kkkt _ konde and dwe
37035,hesawa
37079,government
37085,dwe
37087,dwe
37094,idara ya maji
37096,dwe
37111,world bank
37147,dwe
37150,dwe
37151,idara ya maji
37152,dwe
37193,dwe
37206,dwe
37213,dwe
37217,district water department
37232,dwe
37246,dwe
37253,dwe
37254,dwe
37257,dwe
37306,dwe
37352,dwe
37362,dwe
37366,dwe
37371,dwe
37374,runduman
37399,dwe
37407,dwe
37416,dwe
37423,dwe
37470,government
37480,dwe
37502,dwe
37536,dwe
37616,rundu man
37617,kkkt _ konde and dwe
37642,dwe
37652,dwe
37659,tcrs
37694,kkkt _ konde and dwe
37729,idara ya maji
37737,dwe
37738,dwe
37782,dwe
37801,idara ya maji
37818,kkkt _ konde and dwe
37868,dwe
37876,dwe
37879,dwe
37890,government
37906,dwe
37923,kkkt _ konde and dwe
37941,dwe
37945,dwe
37962,dwe
37973,dwe
37976,dwe
37982,dwe
37985,kkkt _ konde and dwe
37990,idara ya maji
38039,dwe
38050,rundu man
38072,dwe
38078,dwe
38111,dwe
38132,dwe
38134,kkkt
38138,dwe
38164,dwe
38208,kkkt _ konde and dwe
38215,dwe
38218,dwe
38244,dwe
38245,dwe
38258,dwe
38287,dwe
38351,dwe
38354,hesawa
38361,dwe
38380,dwe
38386,government
38402,dwe
38417,dwe
38425,dwe
38430,dwe
38445,government
38482,dwe
38488,kkkt _ konde and dwe
38499,dwe
38567,tcrs
38571,idara ya maji
38575,kkkt _ konde and dwe
38606,kkkt _ konde and dwe
38609,kkkt _ konde and dwe
38615,dwe
38632,dwe
38639,idara ya maji
38658,kkkt _ konde and dwe
38680,dwe
38697,kkkt _ konde and dwe
38702,kkkt _ konde and dwe
38708,wvt
38722,dwe
38737,government
38740,dwe
38741,tcrs
38757,dwe
38772,dwe
38783,dwe
38790,dwe
38795,government
38802,tcrs
38809,tcrs
38810,tcrs
38813,dwe
38817,dwe
38827,dwe
38850,dwe
38855,rundu man
38863,dwe
38878,idara ya maji
38903,dwe
38917,idara ya maji
38923,kkkt _ konde and dwe
38930,idara ya maji
38996,dwe
39005,dwe
39019,kkkt _ konde and dwe
39021,rundu man
39022,dwe
39029,dwe
39041,dwe
39042,dwe
39055,government
39060,idara ya maji
39062,dwe
39094,dwe
39124,dwe
39154,kkkt _ konde and dwe
39185,dwe
39197,tcrs
39219,dwe
39242,tcrs
39248,idara ya maji
39267,dwe
39290,rundu man
39334,runduman
39412,dwe
39421,dwe
39423,wananchi
39434,government
39442,dwe
39457,tcrs
39460,dwe
39496,rundu man
39504,dwe
39512,dwe
39541,tcrs
39571,dwe
39582,dwe
39589,government
39596,dwe
39610,dwe
39633,wananchi
39643,rundu man
39650,kkkt _ konde and dwe
39658,idara ya maji
39706,idara ya maji
39713,kkkt
39726,dwe
39730,dwe
39736,kkkt _ konde and dwe
39743,dwe
39779,dwe
39783,dwe
39790,dwe
39812,dwe
39816,dwe
39833,dwe
39841,dwe
39863,idara ya maji
39867,dwe
39899,dwe
39911,dwe
39955,tcrs
39965,dwe
39985,kkkt _ konde and dwe
40077,dwe
40086,dwe
40091,tcrs
40108,dwe
40109,dwe
40123,dwe
40129,idara ya maji
40140,idara ya maji
40147,dwe
40182,dwe
40197,idara ya maji
40222,idara ya maji
40239,world vision
40252,dwe
40254,kkkt _ konde and dwe
40267,dwe
40280,dwe
40284,dwe
40286,dwe
40290,wananchi
40297,dwe
40299,dwe
40331,mission
40378,dwe
40380,dwe
40389,dwe
40390,tcrs
40459,dwe
40461,dwe
40499,dwe
40512,government
40537,dwe
40561,dwe
40641,dwe
40690,kkkt _ konde and dwe
40706,dwe
40716,dwe
40775,dwe
40783,wananchi
40784,dwe
40799,dwe
40805,dwe
40813,dwe
40910,dwe
40911,dwe
40947,mdrdp
40970,kkkt
40978,dwe
41002,dwe
41003,dwe
41017,dwe
41019,dwe
41029,dwe
41036,singida yetu
41048,dwe
41084,dwe
41109,dwe
41126,dwe
41134,dwe
41146,tcrs
41159,tcrs
41162,dwe
41183,dwe
41203,kkkt
41232,tcrs
41237,dwe
41276,dwe
41286,kkkt _ konde and dwe
41287,rundu man
41310,dwe
41314,dwe
41321,dwe
41325,rundu man
41341,water aid
41362,dwe
41385,dwe
41388,dwe
41446,idara ya maji
41487,tcrs
41496,dwe
41533,dwe
41534,central government
41548,kkkt _ konde and dwe
41559,dwe
41572,dwe
41573,dwe
41613,tcrs
41614,dwe
41621,kkkt _ konde and dwe
41653,idara ya maji
41657,idara ya maji
41681,dwe
41690,kkkt _ konde and dwe
41692,kkkt _ konde and dwe
41693,tcrs
41695,tcrs
41712,dwe
41722,dwe
41723,dwe
41740,dwe
41741,kkkt _ konde and dwe
41742,dwe
41791,tcrs
41803,rundu man
41824,dwe
41825,dwe
41834,dwe
41889,tcrs
41891,dwe
41905,dwe
41914,dwe
41916,dwe
41918,dwe
41928,dwe
41931,hesawa
41933,tcrs
41949,dwe
41972,idara ya maji
41987,idara ya maji
41997,kkkt _ konde and dwe
42026,dwe
42042,dwe
42063,dwe
42088,hesawa
42118,kkkt _ konde and dwe
42134,dwe
42138,dwe
42146,dwe
42149,dwe
42179,tumaini fund
42200,kkkt _ konde and dwe
42208,dwe
42241,kkkt
42242,dwe
42256,dwe
42282,dwe
42295,kkkt _ konde and dwe
42299,kkkt _ konde and dwe
42304,central government
42328,dwe
42336,dwe
42340,dwe
42348,kkkt _ konde and dwe
42372,idara ya maji
42381,dwe
42389,kkkt
42390,kkkt
42391,rundu man
42403,dwe
42426,idara ya maji
42435,dwe
42447,dwe
42451,dwe
42459,dwe
42460,dwe
42486,kkkt _ konde and dwe
42490,kkkt
42493,tcrs
42520,kkkt _ konde and dwe
42535,dwe
42556,kkkt
42558,dwe
42577,rundu man
42620,runduman
42630,dwe
42639,dwe
42659,dwe
42686,tcrs
42702,dwe
42705,kkkt _ konde and dwe
42729,dwe
42780,dwe
42784,dwe
42819,dwe
42854,dwe
42899,dwe
42901,dwe
42910,government
42920,dwe
42921,tcrs
42922,kkkt _ konde and dwe
42937,idara ya maji
42942,water aid
42943,wananchi
42964,tcrs
42976,idara ya maji
42996,kkkt
43036,dwe
43054,rundu man
43065,dwe
43087,dwe
43107,dwe
43109,tcrs
43110,tcrs
43122,tcrs
43134,dwe
43176,dwe
43184,wananchi
43186,dwe
43248,dwe
43262,dwe
43271,dwe
43286,dwe
43304,dwe
43322,dwe
43327,kkkt _ konde and dwe
43360,dwe
43362,central government
43367,dwe
43397,idara ya maji
43398,idara ya maji
43425,dwe
43437,tcrs
43442,kkkt _ konde and dwe
43466,rundu man
43470,government
43505,dwe
43530,dwe
43532,wananchi
43544,rundu man
43545,rundu man
43556,dwe
43567,dwe
43587,rundu man
43593,dwe
43638,tcrs
43642,idara ya maji
43643,dwe
43663,dwe
43672,tcrs
43682,dwe
43683,government
43705,dwe
43706,dwe
43750,dwe
43758,dwe
43783,dwe
43817,tcrs
43822,dwe
43836,rundu man
43853,idara ya maji
43864,dwe
43869,tcrs
43877,dwe
43890,dwe
43927,tcrs
43941,dwe
43987,idara ya maji
43989,tcrs
43992,dwe
43996,dwe
44015,kiliflora
44016,kkkt _ konde and dwe
44030,tcrs
44046,dwe
44071,dwe
44101,dwe
44147,government
44153,rundu man
44158,sengerema water department
44171,dwe
44229,kkkt
44230,dwe
44248,idara ya maji
44257,idara ya maji
44262,tcrs
44270,dwe
44293,kkkt _ konde and dwe
44299,kkkt _ konde and dwe
44301,tcrs
44307,kkkt _ konde and dwe
44319,idara ya maji
44349,dwe
44363,tcrs
44374,dwe
44385,sengerema water department
44386,dwe
44405,dwe
44420,hesawa
44425,dwe
44429,dwe
44448,wananchi
44509,idara ya maji
44532,kkkt _ konde and dwe
44596,dwe
44605,dwe
44607,dwe
44611,dwe
44615,dwe
44626,dwe
44635,dwe
44636,idara ya maji
44639,dwe
44687,tcrs
44694,dwe
44713,dwe
44729,dwe
44733,idara ya maji
44734,dwe
44746,rundu man
44750,dwe
44753,central government
44769,dwe
44831,kkkt _ konde and dwe
44840,kkkt
44868,dwe
44912,dwe
44932,dwe
44946,kanamama
44956,idara ya maji
44988,rundu man
44991,dwe
45049,dwe
45051,dwe
45053,tcrs
45075,0
45087,rundu man
45102,dwe
45122,tcrs
45126,dwe
45133,community
45156,kkkt _ konde and dwe
45163,kkkt
45164,dwe
45168,dwe
45212,dwe
45226,rundu man
45255,wananchi
45290,dwe
45313,dwe
45322,dwe
45339,dwe
45349,dwe
45382,mission
45409,dwe
45463,dwe
45481,shipo
45484,tcrs
45493,dwe
45494,dwe
45498,rundu man
45552,rundu man
45555,dwe
45574,idara ya maji
45583,tcrs
45606,dwe
45612,tcrs
45613,dwe
45622,dwe
45628,kkkt _ konde and dwe
45668,dwe
45682,dwe
45689,dwe
45711,tcrs
45720,dwe
45727,dwe
45735,dwe
45741,dwe
45762,kkkt
45764,idara ya maji
45793,kkkt
45796,tcrs
45804,idara ya maji
45823,idara ya maji
45826,dwe
45832,dwe
45878,kkkt _ konde and dwe
45884,dwe
45900,dwe
45909,dwe
45911,kkkt
45923,dwe
45931,dwe
45937,dwe
45944,rundu man
45949,dwe
45980,dwe
45992,dwe
45993,kkkt _ konde and dwe
45998,dwe
45999,oxfam
46026,dwe
46027,government
46037,dwe
46063,dwe
46114,dwe
46127,dwe
46174,dwe
46182,tcrs
46213,idara ya maji
46225,tcrs
46227,dwe
46235,dwe
46236,dwe
46288,dwe
46296,idara ya maji
46300,dwe
46303,rundu man
46306,dwe
46308,hesawa
46340,government
46344,rundu man
46377,dwe
46383,dwe
46389,tcrs
46406,kkkt _ konde and dwe
46422,dwe
46471,dwe
46492,dwe
46493,kkkt _ konde and dwe
46543,dwe
46570,dwe
46574,dwe
46583,tcrs
46587,kkkt _ konde and dwe
46602,dwe
46609,dwe
46614,dwe
46621,dwe
46624,dwe
46631,tcrs
46655,dwe
46659,dwe
46697,idara ya maji
46716,idara ya maji
46727,dwe
46741,dwe
46742,dwe
46745,dwe
46766,dwe
46782,0
46812,dwe
46840,tcrs
46841,dwe
46843,dwe
46860,dwe
46864,kkkt _ konde and dwe
46887,wananchi
46909,dwe
46914,tcrs
46932,kiliwater
46942,dwe
46964,kkkt _ konde and dwe
46972,dwe
46978,dwe
46985,dwe
46986,sengerema water department
46995,dwe
47023,dwe
47029,kkkt _ konde and dwe
47038,dwe
47084,dwe
47089,dwe
47097,dwe
47143,kkkt
47151,dwe
47154,dwe
47180,dwe
47184,dwe
47189,dwe
47198,dwe
47202,dwe
47216,kkkt _ konde and dwe
47220,dwe
47236,idara ya maji
47264,dwe
47270,dwe
47290,dwe
47304,kkkt _ konde and dwe
47308,dwe
47331,idara ya maji
47349,dwe
47356,rundu man
47359,dwe
47375,kkkt _ konde and dwe
47379,kkkt _ konde and dwe
47394,idara ya maji
47400,idara ya maji
47409,dwe
47415,kkkt _ konde and dwe
47417,dwe
47428,dwe
47436,dwe
47445,kkkt _ konde and dwe
47465,dwe
47477,sengerema water department
47480,dwe
47563,dwe
47571,livi
47574,dwe
47603,dwe
47613,idara ya maji
47639,dwe
47661,tcrs
47677,dwe
47682,dwe
47683,dwe
47705,dwe
47710,dwe
47715,dwe
47730,dwe
47768,dwe
47769,dwe
47796,dwe
47814,dwe
47846,dwe
47860,dwe
47864,dwe
47865,dwe
47883,dwe
47885,idara ya maji
47962,dwe
47967,kkkt _ konde and dwe
47978,dwe
47981,dwe
47984,kkkt
48020,robert mosi
48066,dwe
48105,dwe
48131,dwe
48146,dwe
48165,rundu man
48170,dwe
48183,dwe
48202,kkkt _ konde and dwe
48210,rundu man
48214,dwe
48215,dwe
48218,dwe
48237,dwe
48249,dwe
48252,kkkt
48262,dwe
48265,dwe
48289,dwe
48319,dwe
48328,wananchi
48330,dwe
48331,dwe
48350,dwe
48365,amref
48372,dwe
48377,kkkt _ konde and dwe
48394,dwe
48398,idara ya maji
48407,dwe
48411,hesawa
48427,dwe
48434,dwe
48450,dwe
48451,government
48467,mission
48496,dwe
48504,dwe
48536,dwe
48538,kkkt _ konde and dwe
48556,dwe
48559,kkkt _ konde and dwe
48576,dwe
48586,idara ya maji
48637,rwe
48643,idara ya maji
48699,muwsa
48726,atlas company
48744,dwe
48745,idara ya maji
48764,dwe
48770,dwe
48799,tcrs
48809,rundu man
48834,dwe
48849,idara ya maji
48863,tcrs
48866,idara ya maji
48879,dwe
48887,dwe
48922,dwe
48940,tcrs
48977,dwe
48993,tcrs
49008,kkkt
49066,dwe
49088,tcrs
49093,dwe
49096,rundu man
49135,rundu man
49137,tcrs
49166,dwe
49177,dwe
49182,tcrs
49197,dwe
49216,tcrs
49250,dwe
49264,tcrs
49269,dwe
49289,dwe
49323,kkkt
49354,wananchi
49369,dwe
49394,dwe
49398,idara ya maji
49399,dwe
49400,dwe
49411,tcrs
49428,idara ya maji
49484,dwe
49491,government
49503,tcrs
49518,idara ya maji
49520,dwe
49524,wananchi
49546,dwe
49547,kkkt
49590,dwe
49602,dwe
49603,tcrs
49610,dwe
49620,dwe
49622,kkkt _ konde and dwe
49624,dwe
49632,sengerema water department
49638,jika
49679,dwe
49685,hesawa
49699,dwe
49726,dwe
49729,rundu man
49752,kkkt _ konde and dwe
49777,kkkt
49787,kkkt _ konde and dwe
49809,government
49815,dwe
49844,kkkt _ konde and dwe
49863,runduman
49869,dwe
49910,dwe
49930,kkkt _ konde and dwe
49933,dwe
49941,tcrs
49965,rundu man
49970,dwe
49978,dwe
49995,hesawa
50008,idara ya maji
50020,world vision
50049,dwe
50056,dwe
50063,dwe
50080,dwe
50086,idara ya maji
50117,dwe
50123,rundu man
50129,dwe
50140,dwe
50144,tcrs
50152,dwe
50158,dwe
50164,idara ya maji
50184,dwe
50190,dwe
50238,dwe
50264,dwe
50267,amref
50280,dwe
50284,dwe
50295,wananchi
50306,dwe
50307,dwe
50322,dwe
50323,dwe
50367,dwe
50375,dwe
50398,dwe
50410,dwe
50415,idara ya maji
50431,tcrs
50432,rundu man
50442,dwe
50444,dwe
50515,kkkt
50520,dwe
50529,dwe
50534,dwe
50536,rundu man
50539,dwe
50542,kkkt church
50579,idara ya maji
50612,dwe
50613,dwe
50614,dwe
50664,rundu man
50669,sengerema water department
50677,dwe
50723,dwe
50727,dwe
50760,dwe
50773,kkkt _ konde and dwe
50804,dwe
50829,dwe
50868,dwe
50897,rundu man
50932,dwe
50962,jika
50974,idara ya maji
50975,kkkt _ konde and dwe
50981,tcrs
50994,dwe
51003,tcrs
51023,dwe
51025,dwe
51046,dwe
51048,dwe
51070,tcrs
51072,dwe
51087,dwe
51100,idara ya maji
51120,dwe
51123,tcrs
51138,kkkt _ konde and dwe
51160,idara ya maji
51173,dwe
51176,dwe
51206,dwe
51214,dwe
51218,dwe
51244,idara ya maji
51258,dwe
51283,dwe
51291,dwe
51293,dwe
51316,tcrs
51321,dwe
51376,dwe
51384,dwe
51399,dwe
51405,dwe
51408,dwe
51410,dwe
51418,dwe
51426,idara ya maji
51430,dwe
51440,government
51441,kkkt
51446,rundu man
51449,kkkt _ konde and dwe
51459,dwe
51471,dwe
51479,dwe
51487,dwe
51521,dwe
51522,government
51527,rundu man
51550,dwe
51560,government
51573,dwe
51575,dwe
51595,dwe
51601,kkkt _ konde and dwe
51631,kkkt _ konde and dwe
51648,dwe
51661,tcrs
51675,dwe
51700,dwe
51714,dwe
51731,kkkt
51744,dwe
51745,dwe
51762,dwe
51768,dwe
51772,dwe
51778,government
51792,dwe
51854,dwe
51879,dwe
51912,dwe
51955,rundu man
51967,dwe
51971,dwe
51973,0
51975,dwe
51977,dwe
51981,dwe
51993,dwe
52006,dwe
52048,dwe
52051,tcrs
52059,idara ya maji
52078,dwe
52088,kkkt _ konde and dwe
52099,tcrs
52117,dwe
52147,dwe
52150,dwe
52192,dwe
52197,dwe
52209,dwe
52224,ir
52230,dwe
52242,idara ya maji
52252,dwe
52260,dwe
52283,kkkt _ konde and dwe
52319,dwe
52331,dwe
52347,dwe
52350,rundu man
52368,dwe
52373,tcrs
52383,dwe
52391,dwe
52398,wananchi
52413,tcrs
52414,dwe
52435,idara ya maji
52447,dwe
52449,rundu man
52452,dwe
52470,dwe
52471,central government
52473,dwe
52474,dwe
52477,dwe
52495,dwe
52519,dwe
52540,dwe
52548,dwe
52552,idara ya maji
52569,rundu man
52570,kkkt _ konde and dwe
52581,wananchi
52592,wananchi
52597,dwe
52629,dwe
52677,dwe
52681,tcrs
52688,dwe
52713,rundu man
52763,dwe
52784,dwe
52796,dwe
52806,dwe
52819,dwe
52876,dwe
52879,0
52886,dwe
52890,dwe
52900,dwe
52915,idara ya maji
52927,kkkt _ konde and dwe
52939,tcrs
52964,dwe
52968,dwe
52979,dwe
52989,dwe
53004,idara ya maji
53039,dwe
53045,idara ya maji
53067,dwe
53124,dwe
53146,dwe
53156,kkkt _ konde and dwe
53163,gover
53174,dwe
53183,runduman
53189,tcrs
53203,dwe
53204,dwe
53219,tcrs
53223,dwe
53229,rundu man
53231,dwe
53274,dwe
53276,hesawa
53288,dwe
53289,kkkt _ konde and dwe
53291,tcrs
53321,tcrs
53327,rundu man
53329,rundu man
53339,dwe
53346,dwe
53356,dwe
53360,dwe
53417,dwe
53425,dwe
53428,dwe
53437,kkkt _ konde and dwe
53442,tcrs
53448,idara ya maji
53450,dwe
53452,wananchi
53453,idara ya maji
53493,dwe
53508,dwe
53516,dwe
53527,dwe
53536,dwe
53538,dwe
53577,tcrs
53594,dwe
53631,rundu man
53632,rundu man
53644,tcrs
53653,dwe
53710,rundu man
53736,dwe
53797,idara ya maji
53821,dwe
53843,kkkt _ konde and dwe
53851,dwe
53882,dwe
53892,idara ya maji
53894,dwe
53924,kkkt _ konde and dwe
53926,rundu man
53928,idara ya maji
53930,dwe
53941,dwe
53951,dwe
53959,kkkt _ konde and dwe
53967,0
53979,dwe
53994,dwe
54022,dwe
54033,idara ya maji
54040,kkkt _ konde and dwe
54050,dwe
54079,dwe
54115,dwe
54123,rundu man
54124,dmdd
54136,dwe
54147,tcrs
54150,dwe
54155,0
54188,kkkt _ konde and dwe
54215,dwe
54238,dwe
54239,kkkt _ konde and dwe
54252,central government
54253,rundu man
54258,dwe
54281,dwe
54290,dwe
54335,dwe
54339,dwe
54347,idara ya maji
54354,dwe
54378,dwe
54380,idara ya maji
54387,dwe
54402,dwe
54415,dwe
54426,dwe
54434,dwe
54454,dwe
54477,dwe
54497,dwe
54525,dwe
54534,desk c
54562,dwe
54564,dwe
54584,dwe
54625,dwe
54626,dwe
54653,rundu man
54667,dwe
54676,dwe
54682,dwe
54744,dwe
54755,idara ya maji
54770,tcrs
54772,dwe
54782,dwe
54797,dwe
54803,dwe
54815,rundu man
54841,dwe
54848,dwe
54852,dwe
54859,dwe
54899,dwe
54909,rundu man
54919,tcrs
54921,tcrs
54951,dwe
54962,rundu man
54971,dwe
55014,wananchi
55020,dwe
55042,rundu man
55048,idara ya maji
55057,idara ya maji
55062,tcrs
55081,government
55084,rundu man
55095,rundu man
55113,dwe
55155,dwe
55156,dwe
55182,idara ya maji
55183,dwe
55191,idara ya maji
55230,dwe
55248,dwe
55265,dwe
55281,dwe
55298,dwe
55302,wananchi
55304,idara ya maji
55347,rundu man
55351,dwe
55355,rundu man
55366,government
55392,mission
55440,dwe
55533,gover
55540,dwe
55543,kkkt _ konde and dwe
55585,dwe
55590,dwe
55596,dwe
55610,dwe
55614,dwe
55654,idara ya maji
55683,rundu man
55699,dwe
55700,dwe
55721,dwe
55726,dwe
55784,rundu man
55822,dwe
55840,dwe
55842,rundu man
55851,idara ya maji
55862,dwe
55877,dwe
55882,dwe
55926,dwe
55929,gover
55966,rundu man
55969,dwe
55984,wananchi
56007,dwe
56074,dwe
56082,dwe
56105,dwe
56115,tcrs
56117,dwe
56121,hesawa
56143,dwe
